股票代码,公司简称,新闻当天日总市值,新闻当天日流通市值,新闻发布时间,新闻实际来源,原文长度,情感分数,真实性（虚假1真实0）,年报资产报酬率（%）,年报资产报酬率TTM（%）,年报营业利润率（%）,流动比率（%）,速动比率（%）,净资产负债率（%）,年报总资产周转率（次）,年报总资产周转率TTM（次）,资产负债率（%）,年报非流动资产/总资产（%）,情感分数2,标题中性分数 (t-4)_x,标题积极分数 (t-4)_x,标题消极分数 (t-4)_x,评论中性分数 (t-4)_x,评论积极分数 (t-4)_x,评论消极分数 (t-4)_x,标题中性分数 (t-3)_x,标题积极分数 (t-3)_x,标题消极分数 (t-3)_x,评论中性分数 (t-3)_x,评论积极分数 (t-3)_x,评论消极分数 (t-3)_x,标题中性分数 (t-2)_x,标题积极分数 (t-2)_x,标题消极分数 (t-2)_x,评论中性分数 (t-2)_x,评论积极分数 (t-2)_x,评论消极分数 (t-2)_x,标题中性分数 (t-1)_x,标题积极分数 (t-1)_x,标题消极分数 (t-1)_x,评论中性分数 (t-1)_x,评论积极分数 (t-1)_x,评论消极分数 (t-1)_x,标题中性分数 (t+0)_x,标题积极分数 (t+0)_x,标题消极分数 (t+0)_x,评论中性分数 (t+0)_x,评论积极分数 (t+0)_x,评论消极分数 (t+0)_x,标题中性分数 (t+1)_x,标题积极分数 (t+1)_x,标题消极分数 (t+1)_x,评论中性分数 (t+1)_x,评论积极分数 (t+1)_x,评论消极分数 (t+1)_x,标题中性分数 (t+2)_x,标题积极分数 (t+2)_x,标题消极分数 (t+2)_x,评论中性分数 (t+2)_x,评论积极分数 (t+2)_x,评论消极分数 (t+2)_x,标题中性分数 (t+3)_x,标题积极分数 (t+3)_x,标题消极分数 (t+3)_x,评论中性分数 (t+3)_x,评论积极分数 (t+3)_x,评论消极分数 (t+3)_x,标题中性分数 (t-4)_y,标题积极分数 (t-4)_y,标题消极分数 (t-4)_y,评论中性分数 (t-4)_y,评论积极分数 (t-4)_y,评论消极分数 (t-4)_y,标题中性分数 (t-3)_y,标题积极分数 (t-3)_y,标题消极分数 (t-3)_y,评论中性分数 (t-3)_y,评论积极分数 (t-3)_y,评论消极分数 (t-3)_y,标题中性分数 (t-2)_y,标题积极分数 (t-2)_y,标题消极分数 (t-2)_y,评论中性分数 (t-2)_y,评论积极分数 (t-2)_y,评论消极分数 (t-2)_y,标题中性分数 (t-1)_y,标题积极分数 (t-1)_y,标题消极分数 (t-1)_y,评论中性分数 (t-1)_y,评论积极分数 (t-1)_y,评论消极分数 (t-1)_y,标题中性分数 (t+0)_y,标题积极分数 (t+0)_y,标题消极分数 (t+0)_y,评论中性分数 (t+0)_y,评论积极分数 (t+0)_y,评论消极分数 (t+0)_y,标题中性分数 (t+1)_y,标题积极分数 (t+1)_y,标题消极分数 (t+1)_y,评论中性分数 (t+1)_y,评论积极分数 (t+1)_y,评论消极分数 (t+1)_y,标题中性分数 (t+2)_y,标题积极分数 (t+2)_y,标题消极分数 (t+2)_y,评论中性分数 (t+2)_y,评论积极分数 (t+2)_y,评论消极分数 (t+2)_y,标题中性分数 (t+3)_y,标题积极分数 (t+3)_y,标题消极分数 (t+3)_y,评论中性分数 (t+3)_y,评论积极分数 (t+3)_y,评论消极分数 (t+3)_y
600521,华海药业,28523541435,26980589422,2020/3/6,财联社,103,-1,0,11.2235,10.2466,19.8383,,,,0.5468,0.5468,,49.7866,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69097317640598,0.1535256917660053,0.1429206866484422,0.692235488158006,0.15360401685421282,0.1429206866484422,0.7052586241201921,0.0878480076789856,0.18171456185254184,0.7271874872120944,0.0878480076789856,0.18171456185254184,0.8561213399682727,0.13558354548045568,0,0.7141837690557752,0.2141697875091008,0.07069710322788783,0.7781320873973439,0.10551578674501585,0.10307337416028514,0.7777908704813244,0.10248700391899035,0.10245329546696931
002331,皖通科技,,,2020/3/6,每日经济新闻,2157,17.86,1,-6.2235,-6.646,-11.2946,,,,0.5191,0.5191,,25.1952,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600826,兰生股份,,,2020/3/15,证券市场红周刊,4427,-14.4384,1,3.4881,3.8894,6.2746,,,,0.5864,0.5864,,41.561,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300370,安控科技,3263869033,3222436940,2020/3/16,中国证券报,113,-4,0,-10.5758,-11.2326,-72.1432,,,,0.2009,0.2009,,47.9287,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9385257363319397,0,0,0.9385257363319397,0,0,0.7341106847712868,0.15424028509541562,0.10519861233861823,0.8917340479399029,0.04999886061015882,0.05260987971958361,0.6663412849108378,0.3332531253496806,0,0.9995711445808411,0,0,0.9945513308048248,0,0,0.8997398793697358,0,0.06956766247749328,0.6549549986576212,0.135513620129947,0.20288623406969267,0.6761355317872146,0.10337682428031132,0.20325901385011344,0.728444843188576,0.08692409681237262,0.17371842135553775,0.8589634454768637,0,0.13025767129400503,0.9478659257292747,0.041310119132200875,0,0.9521615877747536,0,0.041647096474965416,0.7057650685310364,0.23167604207992554,0.05280321135240443,0.8233056138543522,0.17510301926556757,0
601608,中信重工,14450266246,14450266246,2020/3/23,中国证券报,98,0,0,1.7433,1.7678,2.7288,,,,0.3085,0.3085,,41.0549,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4999558627605438,0.49968019127845764,0,0.4999558627605438,0.24982206523418427,0.24989323318004608,0.9999080300331116,0,0,0.9999080300331116,0,0,0.7497841119766235,0.24792835116386414,0,0.7464203387498856,0.24894018471240997,0,0.7486622414073428,0.13504010761106336,0.10805769707705523,0.7488007932095915,0.16193827100702235,0.07920650694821332,0.7992373037338257,0.07997232675552368,0.11968758821487427,0.7928184652328492,0.07859134674072266,0.11966348171234131,0.8631846715103496,0,0.1360232396559282,0.8631412441080267,0,0.1360232396559282,0.7189134297699764,0.13771417634240513,0.1352448319566661,0.8911188409246248,0.03446434900678437,0.06647495565743282
600370,三房巷,,,2020/3/23,其他,10036,-5.996,1,6.2275,6.8316,4.8368,,,,1.1722,1.1722,,39.2992,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000716,黑芝麻,3045295292,2882932011,2020/3/24,挖贝网,1242,4.35999999999999,0,2.3848,2.4042,0.4665,,,,0.7307,0.7307,,55.675,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998151659965515,0,0,0.9998151659965515,0,0,0,0.9997358918190002,0,0,0.9997358918190002,0,0.6547971627928993,0.1001013073054227,0.2177788420156999,0.676729119907726,0.09070553887974132,0.21778302517804232,0.7859270437197252,0.08339365368539636,0.11126421866091815,0.7935962426391515,0.07867953723127191,0.11126421866091815,,,,,,,,,,,,
603823,百合花,,,2020/3/24,财联社,647,13.2,1,11.727,11.3142,15.5747,,,,0.695,0.695,,41.6493,12,0.6665027141571045,0,0.3318398396174113,0.6665027141571045,0,0.3318398396174113,0.8331512610117594,0.08327910800774892,0.08324831227461497,0.7498269379138947,0.1644970178604126,0.083299919962883,0,0.5520831147829691,0.3331579566001892,0,0.5520896514256796,0.3331579566001892,0.7260891149441401,0.08326820532480876,0.12782298028469086,0.726086770494779,0.08329116304715474,0.12782298028469086,0.7142170667648315,0,0.2856020075934274,0.5713341576712472,0,0.4197305951799665,0.6304292636258262,0.15827577454703196,0.1425789041178567,0.7018415757587978,0.11949950456619263,0.1425789041178567,0.6224994584918022,0.10814034938812256,0.21525481343269348,0.4963966831564903,0.10814034938812256,0.34017495065927505,0.5999431133270263,0,0.39952667951583865,0.5999430179595947,0,0.39952667951583865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603609,禾丰牧业,10541939246,9500347041,2020/3/29,中国证券报,402,18.1,0,15.0994,13.4809,6.4042,,,,2.2906,2.2906,,58.871,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7142152105058942,0.14280480997903006,0.14270005907331193,0.7142140865325928,0.14280480997903006,0.14270005907331193,0.5713734967367989,0.37939127002443584,0,0.5713644198008946,0.37939127002443584,0,0.999902606010437,0,0,0.999882698059082,0,0,0.4999552071094513,0.45510588586330414,0,0.7151722013950348,0.24978269636631012,0,0.8039101820725661,0.15380301383825448,0.038432373450352594,0.8460157674092513,0.11529114383917588,0.02379285142971919,0.7713173275644128,0.09082987633618442,0.13628597963940015,0.8466417816552249,0.04542755538767034,0.09085209532217546,0.8106451220810413,0.12491259723901749,0.06247283145785332,0.8109990060329437,0.06244005635380745,0.12489990144968033
600322,天房发展,,,2020/3/29,其他,3683,42.45,1,-10.7502,-11.3608,-97.3469,,,,0.1135,0.1135,,11.9344,45,0.6996448663148013,0.16935960542071948,0.09086927771568298,0.7896844825961373,0.04163473573597995,0.13629940423098477,0.7257678183642301,0,0.27252794395793567,0.6362741426988081,0,0.3633672215721824,0.7995918273925782,0.19985543489456176,0,0.9995704174041748,0,0,0.999890923500061,0,0,0.999890923500061,0,0,0.776742570930057,0.11108029550976223,0.11105079783333673,0.6656054457028707,0.11108029550976223,0.21983817550871107,0.749855250120163,0,0.24986188113689423,0.7498639225959778,0,0.24986188113689423,0.5991973400115966,0.0999710738658905,0.2998306930065155,0.79910888671875,0,0.1997425973415375,0.7997544884681702,0,0.19499679803848266,0.7997544884681702,0,0.19499679803848266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002557,洽洽食品,23590710000,23590710000,2020/4/8,格隆汇,453,15.3,0,15.407,13.8687,17.4581,,,,0.842,0.842,,27.0507,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7272036075592041,0.09028530662710016,0.17448438839478927,0.8180948712609031,0,0.17448438839478927,0.7006407380104065,0,0.19992320537567138,0.6923762679100036,0.19497696161270142,0,0.9999045133590698,0,0,0.9998949766159058,0,0,0,0,0.9909892678260803,0,0.9955495595932007,0,0.7009459278162788,0.23523971613715677,0.05823733876733219,0.7582067286267,0.17640159761204438,0.05823733876733219,0.739225372672081,0.16646979252497354,0.07882134119669597,0.6987020621697108,0.20804272095362344,0.08299479136864345,,,,,,,,,,,,
300037,新宙邦,,,2020/4/8,其他,327,3,1,9.7861,8.1671,20.5862,,,,0.4797,0.4797,,42.6573,3,0.9999099969863892,0,0,0.9999077320098877,0,0,0.9999088644981384,0,0,0.9999088644981384,0,0,0.9980351328849792,0,0,0.9980351328849792,0,0,0.8230495417819303,0.11760264284470502,0.05346107833525714,0.7611752292689156,0.11745652381111593,0.11172414877835442,0.7996513585249583,0.06664408445358276,0.13275814453760784,0.7991493264834086,0.03332507014274597,0.1588624080022176,0.8284748320778211,0.08330116420984268,0.03945442040761312,0.8296140730381012,0.0833113541205724,0.03945442040761312,0.8342331418624291,0.0623323917388916,0.0760567646760207,0.8371911690785334,0.07688203454017639,0.07688370805520278,0.9999070167541504,0,0,0.9999127388000488,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002052,同洲电子,1842520444,1842520444,2020/4/17,格隆汇,133,-2,0,-18.5087,-21.9888,-52.92,,,,0.3502,0.3502,,44.7468,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9997760653495789,0,0,0.9977668523788452,0,0.999880313873291,0,0,0.999880313873291,0,0,0.9998983144760132,0,0,0.9998983144760132,0,0,0.5712953295026507,0.14280307292938232,0.2850232890674046,0.5713152800287519,0.14280307292938232,0.2844296949250357,0.9027503825003101,0.03225093695425218,0.06447539983257171,0.9023438480592543,0.03225093695425218,0.06447474610420965,0.9982602993647257,0,0,0.9996078014373779,0,0,0.9973970055580139,0,0,0.9973970055580139,0,0,0.7337118478921744,0,0.2142992111352774,0.7681808976026682,0,0.2142992111352774
300218,安利股份,,,2020/4/17,自媒体,3468,-29.56,1,3.5941,3.5666,4.1591,,,,0.7494,0.7494,,51.3856,-26,0,0,0.999509334564209,0,0,0.9995962977409363,0.9999141693115234,0,0,0.9998592138290405,0,0,0,0,0.9994274377822876,0,0,0.9994274377822876,0.9999080896377563,0,0,0.9999080896377563,0,0,0.6401932736237844,0.12483630826075871,0.20800861219565073,0.7233293230334917,0.12473027408123016,0.12471537292003632,0.49995625019073486,0.499864786863327,0,0.49994826316833496,0,0.4959770143032074,0.6234875842928886,0.2455662600696087,0.12493330240249634,0.6718252301216125,0.18296770378947258,0.12493284791707993,0.8109254457733848,0.09084075689315796,0.05126512050628662,0.8180450038476423,0.09084075689315796,0.05126512050628662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000651,格力电器,,,2020/4/25,自媒体,297,1.5,1,8.4291,8.4858,15.4837,,,,0.6065,0.6065,,23.4888,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000541,佛山照明,4977007746,4959664391,2020/4/26,挖贝网,553,0,0,4.4039,3.8763,9.8687,,,,0.4994,0.4994,,57.6606,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999096393585205,0,0,0.9999096393585205,0,0,0.9489841908216476,0,0,0.9810085520148277,0,0,0.9999077916145325,0,0,0.9999089042345682,0,0,0.999775730073452,0,0,0.9997752979397774,0,0,0.6661699066559473,0.08327690760294597,0.2085671623547872,0.7492111076911291,0,0.2085671623547872,0.8876581625504927,0,0.09087219563397494,0.8876581625504927,0,0.09087219563397494,0.8498096138238906,0.04998743832111359,0.09922212362289429,0.8484900981187821,0.07185091078281403,0.04998050630092621
300026,红日药业,17493202151,17320639151,2020/5/13,上海证券报,158,0,0,7.5618,6.9106,10.0817,,,,0.6974,0.6974,,43.8672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9890501499176025,0,0,0.9890501499176025,0,0,0.9998475313186646,0,0,0.9998475313186646,0,0,0.9999113082885742,0,0,0.9995989203453064,0,0,0.7633707920710245,0.07835834049711041,0.15573071732240565,0.7420038709453508,0.09796223687190636,0.15575305737701117,0.7401755393720141,0.10157615589160546,0.13628960298556908,0.7741419573624929,0.10157376527786255,0.1069114950357699,,,,,,,,,,,,
600122,*ST宏图,,,2020/5/13,澎湃新闻,1971,35.28,1,-17.19,-18.8993,-102.9953,,,,0.1985,0.1985,,8.3587,36,,,,,,,,,,,,,0.4999541640281677,0.4883522391319275,0,0.4999541640281677,0,0.4997301995754242,0.9999045729637146,0,0,0.9999045729637146,0,0,0.7187022347660625,0.17156640133436987,0.10242640884483561,0.8019234652028364,0.10283768615301918,0.08781961220152237,0.7492694972377074,0.11341175044837751,0.13066039352040543,0.7607959901031695,0.11748334216444116,0.1044640893998899,0.4999532103538513,0,0.4912588894367218,0.4999532103538513,0,0.4912588894367218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600682,南京新百,,,2020/5/13,澎湃新闻,1969,35.28,1,4.6739,4.5246,19.2029,,,,0.2373,0.2373,,59.3519,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300124,汇川技术,61128807237,58204357133,2020/5/14,中国证券报,88,0,0,14.0426,12.6302,20.3938,,,,0.6863,0.6863,,33.1912,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998958110809326,0,0,0.9998698234558105,0,0,0.9998358488082886,0,0,0.9999048709869385,0,0,0.49992889165878296,0.49984419345855713,0,0.49995094537734985,0.4135998487472534,0,0.6666067441304525,0.3332063357035319,0,0.6666021744410197,0,0.3024803400039673,0.6664331257343292,0.16662920514742532,0.1666004161039988,0.8330161074797312,0,0.1666004161039988,0.9999061822891235,0,0,0.9999067783355713,0,0,0.548254418373108,0.19995349645614624,0.1995503544807434,0.5482456684112549,0.12902069091796875,0.1995503544807434
002226,江南化工,6582133506,5050206181,2020/5/22,证券时报,1959,-7.4,0,7.126,7.0221,16.7382,,,,0.3163,0.3163,,67.1641,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300460,惠伦晶体,,,2020/5/22,每日经济新闻,1561,16.5,1,2.9781,2.6246,4.3586,,,,0.4164,0.4164,,58.6858,17,,,,,,,,,,,,,,,,,,,,,,,,,0.7420583993573732,0.08789285904244531,0.14357586902908132,0.7597347301772878,0.06314246941216384,0.15622890825513042,0.6356172995133833,0,0.3274908553470265,0.7032797607508573,0,0.2720866474238309,0.6148504127155651,0,0.3634749271652915,0.6148987520824779,0,0.3634724183516069,0.8312003182040321,0,0.1400679537543544,0.8148494550475368,0,0.15841355257564121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300225,金力泰,2864370600,2864370600,2020/5/29,财联社,258,1,0,7.9775,7.2723,10.7211,,,,0.6792,0.6792,,25.0678,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49987849593162537,0.1661937137444814,0.3318905433019002,0.6665238638718923,0,0.3318905433019002,0.7497132122516632,0.24973757565021515,0,0.9996480047702789,0,0,0.7999118804931641,0,0.19896011352539061,0.9996750473976135,0,0,0.8748916611075401,0,0.12494926899671555,0.9997888505458832,0,0
002331,皖通科技,,,2020/5/29,21世纪经济报道,3212,-37.5,1,-6.2235,-6.646,-11.2946,,,,0.5191,0.5191,,25.1952,-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601606,长城军工,8770405924,3605472045,2020/6/1,财联社,133,1,0,3.5996,3.5356,8.4922,,,,0.4261,0.4261,,40.7821,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999085664749146,0,0,0.9999085664749146,0,0,0.81781210064888,0.03997381567955017,0.11188552975654602,0.8731707584857941,0.019994527101516724,0.09070359468460083,0.7986801621889827,0.09846903097749961,0.08828354965556752,0.8173180288738675,0.09896156041309087,0.06797683479810002,0.6225300828615824,0,0.3287955125172933,0.6665996313095093,0,0.3287955125172933,,,,,,
002331,皖通科技,,,2020/6/1,其他,1789,-13.8,1,-6.2235,-6.646,-11.2946,,,,0.5191,0.5191,,25.1952,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002224,三力士,4406417535,4406417535,2020/6/5,格隆汇,143,-3,0,6.882,6.7377,23.066,,,,0.3144,0.3144,,38.5619,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.9995429515838623,0,0,0.9995653033256531,0.9999078512191772,0,0,0.9999078512191772,0,0,0.6890998227255685,0.14172372647694179,0.13173837321145193,0.6890998227255685,0.14172372647694179,0.13173837321145193,0.8173149997989336,0.0415762389699618,0.12264363716046016,0.8584790925184885,0.0415762389699618,0.08310225854317348,0.714162392275674,0.2850197213036673,0,0.7141844204493931,0.28521089042936054,0,0.7949138283729553,0.19993185997009277,0,0.7997652769088746,0.19993185997009277,0,0.8141309388659217,0.05980163812637329,0.10329410162839023,0.7876748144626617,0.059805879538709465,0.12598488953980533
300104,乐视退,,,2020/6/5,其他,1509,-11.12,1,-41.54,-41.54,-467.37,,,,0.1,0.1,,65.43,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300575,中旗股份,4884191310,4671221400,2020/6/10,每日经济新闻,384,-9,0,9.5143,8.9528,12.0818,,,,0.7789,0.7789,,46.696,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8331724603970846,0.16662711898485819,0,0.8331960340340933,0.1639265517393748,0,0.9999035596847534,0,0,0.9998947381973267,0,0,0.999010793864727,0,0,0.9999005943536758,0,0,0.8570626548358372,0.0714120055947985,0.07138288446835109,0.8570619225502014,0.06934784991400582,0.07138288446835109,0.6666014194488525,0,0.33258623878161114,0.6666014194488525,0,0.33258623878161114,0.6665264765421549,0.3332494298617045,0,0.6665221055348715,0.3332494298617045,0,0,0.9997540712356567,0,0.4999507665634155,0.49987056851387024,0,0,0.9988604485988617,0,0,0.9988604485988617,0
002845,同兴达,,,2020/6/10,上海证券报,1750,6.75,1,5.4336,4.5813,2.8821,,,,1.3481,1.3481,,19.5603,5,0.7271322228691794,0.09088808298110962,0.18123752962459216,0.7271322228691794,0.09088808298110962,0.18123752962459216,0,0.9997732043266296,0,0,0.9997732043266296,0,0.6665477885140313,0,0.32336605257458156,0.6664502620697021,0.11092078023486668,0.22032799323399863,0.9998960097630819,0,0,0.6666001876195272,0.3330456614494324,0,0.999855250120163,0,0,0.999855250120163,0,0,0.6666015386581421,0,0.33237379789352417,0.6666015386581421,0,0.33237379789352417,0.4991952031850815,0.24992460012435913,0.16598691046237946,0.4991953521966934,0.24992460012435913,0.16598691046237946,0.9999133348464966,0,0,0.9999133348464966,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600835,上海机电,12194345016,12194345016,2020/6/12,证券时报,160,3,0,4.9061,4.7964,8.2748,,,,0.6615,0.6615,,17.9457,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7732354402542114,0,0.19991236925125122,0.9732163667678833,0,0,0.8317809700965881,0,0.11373954017957051,0.9979149202505747,0,0,0.9924334372792926,0,0,0.7137097120285034,0.27994504145213533,0,0.8175163648345254,0.09088788791136308,0.09084955670616844,0.9084069512107156,0,0.09084955670616844,0.8570530783562433,0,0.1419703591437567,0.80943934406553,0.04653116918745495,0.14195997658230008,0.9999107122421265,0,0,0.9999107122421265,0,0,0.9999059438705444,0,0,0.9999059438705444,0,0,0.8748651295900345,0.12497136741876602,0,0.9998446702957153,0,0
002569,ST步森,,,2020/6/13,21世纪经济报道,3150,-23.044,1,-30.8873,-39.8084,-62.8449,,,,0.5059,0.5059,,47.2996,-23,0.9996765851974487,0,0,0.9996765851974487,0,0,0.7995852351188659,0.19894816875457763,0,0.7995852351188659,0.19894816875457763,0,0.6659924917750888,0.10712801747851902,0.22203936179478964,0.6659927037027147,0.10712801747851902,0.22212503353754678,0.9998967250188192,0,0,0.9998967250188192,0,0,0.9998181462287903,0,0,0.9998181462287903,0,0,0.9998775720596313,0,0,0.9998775720596313,0,0,0.998332679271698,0,0,0.9975298132215228,0,0,0.9996980667114258,0,0,0.999890947341919,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600366,宁波韵升,5796206405,5796206405,2020/6/16,每日经济新闻,422,-3,0,4.0702,3.9857,9.3481,,,,0.4079,0.4079,,40.572,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998942017555237,0,0,0.9998622238636017,0,0,0.9999011754989624,0,0,0.9310404062271118,0,0,0.9187212586402893,0,0,0.9187188744544983,0,0,0.9389739807914285,0,0.05879948069067562,0.8232637012706083,0.05880559191984289,0.11759518525179695,0.7315056050410036,0.07612188526841461,0.1786345223911473,0.7640605774082121,0.06525009577391577,0.15525152741885576,0.7331036665747243,0.09410270663999742,0.15562203718769935,0.7649899971100592,0.06064646186367158,0.1556214517162692,0.6971381664276123,0.1998937726020813,0.09989051818847657,0.6998817920684814,0.1995384693145752,0.09989051818847657
300104,乐视退,,,2020/6/16,澎湃新闻,1158,-30.42,1,-41.54,-41.54,-467.37,,,,0.1,0.1,,65.43,-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603683,晶华新材,1554240900,618874260,2020/6/22,中国证券报,378,1,0,13.005,12.4576,13.9939,,,,0.6569,0.6569,,53.9109,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998180568218231,0,0,0.7497854232788086,0,0.2494070678949356,0.6661008795102438,0,0.3032864530881246,0.6665979226430258,0,0.22057334582010904,0.33329753081003827,0.33325531085332233,0.33320003747940063,0.9998800754547119,0,0,0.9999117851257324,0,0,0.9999102354049683,0,0,0.4849930703639984,0.33318235476811725,0.10947203636169434,0.8182952404022217,0,0.16413724422454834,0.6635589798291525,0.3332238992055257,0,0.9983603358268738,0,0,0.6665997902552286,0.3331156373023987,0,0.6665997902552286,0.3331156373023987,0,0.9999041557312012,0,0,0.9999141693115234,0,0
300837,浙矿股份,,,2020/6/22,凤凰网财经,475,18.3,1,14.4005,10.7864,29.6525,,,,0.4907,0.4907,,25.3567,15,0.9998849034309387,0,0,0.9998849034309387,0,0,0.9999140501022339,0,0,0.999671220779419,0,0,0.4281420537403652,0.2856116550309317,0.217023960181645,0.8543996129717145,0.14281279700142996,0,0.6663440465927124,0,0.33307214577992755,0.6657581925392151,0,0.33307214577992755,0.8509081689750447,0.11754695457570694,0.029225622906404382,0.8508105207892025,0.11754689146490659,0.029225622906404382,0.7400699921374051,0.07454756183444329,0.1628640468390483,0.7664107539743747,0.03761970828164299,0.1814735784845532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002481,双塔食品,21622552100,21622552100,2020/6/23,澎湃新闻,744,22.3,0,10.1099,10.8428,19.8663,,,,0.5022,0.5022,,51.0738,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998849630355835,0,0,0.9998849630355835,0,0,0.4999547600746155,0.44523927569389343,0,0.4999547600746155,0.4998457431793213,0,0.7499239146709442,0.24893294274806976,0,0.7499143481254578,0.24893294274806976,0,0.49993330240249634,0,0.470048189163208,0.49993330240249634,0,0.4981693625450134,0.5798216159381564,0.2064412520045326,0.17859386924713377,0.6204839623163617,0.17947609367824735,0.16587847092794994,0.9724170416593552,0,0,0.9724198132753372,0,0,0.7673303683598837,0,0.22209160195456612,0.7673360904057821,0,0.22209160195456612
