股票代码,原文,标题,新闻当天日总市值,新闻当天日流通市值,新闻发布时间,新闻实际来源,新闻来源备注,原文长度,情感分数,年报资产报酬率（%）,年报资产报酬率TTM（%）,年报营业利润率（%）,流动比率（%）,速动比率（%）,净资产负债率（%）,年报总资产周转率（次）,年报总资产周转率TTM（次）,资产负债率（%）,年报非流动资产/总资产（%）,情感分数2
600668,"格隆汇4月17日丨尖峰集团(600668.SH)宣布，近日，公司控股子公司浙江尖峰药业有限公司(“尖峰药业”)收到国家药品监督管理局核准签发的盐酸奥洛他定滴眼液《药品注册批件》(批件号：2019S00296)。

该药品用于治疗过敏性结膜炎的体征和症状，是肥大细胞稳定剂及相对选择性组胺H1-受体拮抗剂，活体和体外实验中均能抑制I型速发型过敏反应。

盐酸奥洛他定滴眼液已列入《国家基本医疗保险、工伤保险和生育保险药品目录(2017年版)》，分类为乙类；未列入《国家基本药物目录(2018年版)》。目前有Novartis Europharm Limited、参天制药(中国)有限公司、江苏汉晨药业有限公司、江西科伦药业有限公司、广东宏盈科技有限公司、齐鲁制药有限公司和沈阳兴齐眼药股份有限公司的盐酸奥洛他定滴眼液在中国获批上市。

经查询IMS数据库，2018年盐酸奥洛他定滴眼液全球销售额约为3.7亿美元，中国销售额约为1023.2万美元。截至目前，尖峰药业盐酸奥洛他定滴眼液项目的研发投入约为660万元人民币。

尖峰药业已具备相应的生产线，此次获得盐酸奥洛他定滴眼液《药品注册批件》，标志着尖峰药业具有进行该药品生产、销售的资格，将进一步丰富尖峰药业的产品线，有助于提升公司医药业务的竞争力。

",尖峰集团(600668.SH)盐酸奥洛他定滴眼液获批注册,5281686759.8,5281686759.8,2019-04-17,格隆汇,,551,-0.3,18.8263,17.8398,27.1828,,,,0.6838,0.6838,,74.8488,-1
600160,"　　中国经济网北京4月18日讯 今日，巨化股份(600160.SH)发布公告称，因工作变动，雷俊辞去公司总经理职务。雷俊现仍担任公司第七届董事会董事、董事会战略委员会委员职务。

　　巨化股份表示，公司董事会将于近期召开董事会会议，聘任公司总经理。在此之前，由公司副总经理韩金铭代行总经理职责。

　　资料显示，雷俊曾任宁波巨化化工科技有限公司副总经理，浙江衢化氟化学有限公司总经理。",雷俊辞去巨化股份总经理职务,82676723612.02,24590385527.25,2019-04-18,中国经济网,,192,0.0,6.8131,6.7869,6.8382,,,,1.0176,1.0176,,58.0238,0
000538,"　　上证报中国证券网讯（记者 张良）云南白药(56.080, -0.19, -0.34%)9日午间发布公告，公司发行股份吸收合并云南白药控股有限公司的方案已经云南白药2019年第一次临时股东大会审议通过，并于2019年4月24日获得中国证监会核准。经公司申请，公司股票将自2019年5月16日开始停牌，此后云南白药股票将进入现金选择权派发、行权申报、行权清算交收阶段，直至现金选择权申报期结束并履行相关信息披露义务后复牌。2019年5月15日为现金选择权股权登记日。

　　据公告，为充分保护云南白药全体股东的利益，本次吸收合并将向云南白药除白药控股以及新华都(6.460, 0.11, 1.73%)实业集团股份有限公司及其一致行动人以外的有权行使现金选择权的股东提供现金选择权，并由云南白药担任现金选择权的提供方。

　　现金选择权派发完毕后即进入申报程序，有权行使现金选择权的股东可以在现金选择权申报期自行选择以其持有的有权行使现金选择权的股票全部或部分申报行使现金选择权。

　　在本次吸收合并实施完成后，云南白药将在深圳证券交易所申请新增股份上市交易，白药控股持有的云南白药股份将注销。",云南白药5月16日起停牌,82676723612.02,82676723612.02,2019-05-09,上海证券报,,497,2.8,8.8755,9.2688,15.9886,,,,0.572,0.572,,9.9816,2
002702,"产能已接近饱和的“速冻鱼肉制品第一股”海欣食品（(002702）拟通过并购同业扩大产能。

海欣食品5月13日晚间公告，公司当日与恒兴集团、海南中城、长恒食品等签署《股权收购框架协议》。各方就公司拟以总价不超过4500万元收购恒兴集团、海南中城所持有的长恒食品100%股权的事项达成初步意向。

作为一家主要从事速冻鱼肉制品与速冻肉制品的食品加工公司，海欣食品2012年登陆A股市场，是其所在行业内首家上市公司，被称为速冻鱼肉制品第一股。海底捞、杨国福、中石化以及沃尔玛、永辉、大润发、家乐福等著名连锁超市都是其重要客户。

值得注意的是，目前海欣食品产能已基本饱和。5月10日接受机构调研时，海欣食品表示产能已基本饱和，但淡旺季产能利用率有差异，且旺季还可加开班次，整体还有潜力可挖。公司旗下高端鱼极系列产品随着销量的增长，出现了缺货断货的现象，一定程度上限制了高端产品的增长。去年公司在东山新增2条高端生产线，解决了目前产能问题。目前有产能扩张和整合的需求和规划，将优先选择福州本地产能升级，未来视市场情况也可走出去进行多点布局。

调研纪录披露不久，海欣食品就率先选择福州同业企业展开并购。

按照5月13日披露的协议，海欣食品拟斥资4500万元现金长恒食品100%股权。长恒食品位处福建连江县，2013年成立注册资本2500万元。公司主营范围是生产水产加工品鱼糜制品（非即食类）、速冻食品（速冻肉制品）（凭许可证经营）等。

海欣食品表示，如果本次交易能顺利实施并完成后续工作，将为公司未来扩大、整合并升级公司产能结构奠定基础，以便于公司进一步落实高端差异化战略，有利于提升公司业务规模和盈利水平。

事实上，海欣食品所处的速冻调理制品行业经历了2005到2012年的高速增长期，之后行业增速放缓，随着2013到2014年行业大量新增产能的集中释放，市场同质低价竞争日益激烈。目前行业仍处于洗牌整合期，但行业主要企业均形成了自己的差异化竞争优势，行业两级分化的竞争格局日益明朗，市场行业集中度进一步提升。

行业内小厂家在产品质量、渠道、客户、成本和规模等方面不具备优势；同时国家对生产安全，食品安全，环保等方面的政策监管趋严，以及材料成本、人工成本、运费等上升，又进一步压缩了小企业的生存空间，这将加速不规范企业的出清和行业的整合，市场将向大的全国性品牌集中。换言之，并购同业成为规模化企业提高产能和市占率的必由之路。

值得注意的是，近期大热的“人造肉”概念也牵涉到加工速冻食品的海欣食品。5月7到8日，海欣食品更一度拉出二连板，但随后公司澄清与“人造肉”产业并无关系。

海欣食品5月8日公告解释，公司仅使用少量大豆蛋白类原材料，不生产“人造肉”产品。公司主营业务构成包括速冻肉制品、速冻鱼肉制品和常温休闲鱼肉制品，无人造肉产品。就美国Beyond Meat公司的相关产品和技术，公司目前无人才和技术方面的储备。

截至5月13日收盘，海欣食品收报5.48元/股，最新市值26.35亿元。",海欣食品拟4500万元收购长恒食品 并购同业解决产能瓶颈,2634564800.0,2634564800.0,2019-05-13,证券时报,,1251,8.67499999999999,0.8174,0.8034,0.6379,,,,1.1783,1.1783,,37.9495,8
300666,"　　上证报中国证券网讯 江丰电子5月13日早间公告，公司与西安高新技术产业开发区管理委员会（以下简称“西安高新区”）、西北致美绿城置业发展有限公司（以下简称“西北致美”）于2019年5月12日在西安签订了《合作框架协议》（以下简称“框架协议”），拟约定公司未来几年在西安高新区设立技术研发及生产基地。

　　投资意向书内容包括：1、公司未来几年拟在西安高新区设立技术研发及生产基地；2、西安高新区承诺为项目实施提供便利条件及协调服务；3、如各方在合作过程中出现问题，各方同意通过协商友好解决。

　　如本次合作签订并履行正式协议，在西安高新区设立技术研发及生产基地，将对公司未来发展具有积极意义，有利于公司为西北地区的电子信息产业客户提供更便捷优质的服务,进一步提升公司的综合竞争力和盈利能力。",江丰电子与西安高新区、西北致美共签合作框架协议,8476950000.0,4835597271.25,2019-05-13,上海证券报,,347,17.6,5.8212,5.7785,7.8054,,,,0.567,0.567,,43.786,17
300716,"　　上证报中国证券网讯　国力科技5月16日公告，公司“一种再生塑料颗粒及其制备方法”于近期取得中华人民共和国国家知识产权局颁发的《发明专利证书》。
　　公告显示，该发明专利对回收塑料改性过程中的相容剂、增韧剂和扩链剂，使其性能改善至可用于制造再生塑料，并具有良好的力学性能；可增加再生塑料颗粒界面相容性，提升了复合材料的力学性能，降低了对制造设备的腐蚀性；采用含钬的符合阻燃剂体系，在于膨胀型阻燃剂复配之后阻燃再生塑料，阻燃效率高，可弥补再生塑料的不足；最终所得产品力学性能优异等。
　　公告称，该发明专利证书的取得，对公司相关产品性价比、市场竞争力的提升将产生积极影响，并有利于公司知识产权保护体系的进一步完善，通过发挥自主知识产权优势，以增强公司核心竞争力。",国立科技“一种再生塑料颗粒及其制备方法”获发明专利,1771421400.0,966078900.0,2019-05-16,上海证券报,,331,17.3,2.9734,2.5939,1.3401,,,,1.2231,1.2231,,39.9317,15
300122,"　　上证报中国证券网讯 智飞生物5月23日晚间公告，其全资子公司安徽智飞龙科马生物制药有限公司研发的重组结核杆菌融合蛋白(ESAT6-CFP10)及其制备方法于近日获得国家知识产权局颁发的一项发明专利证书，专利证书号第3364649号。公司表示，该发明专利为公司自主研发，其取得有利于进一步完善公司知识产权保护体系，充分发挥自主知识产权优势，促进技术创新，提升公司的核心竞争力。

　　资料显示，重组结核杆菌融合蛋白(EC) 于2013年5月获得国家药监局注册分类为“治疗用生物制品”的药物临床试验批件（批件号2013L01039），并于同年8月开展临床试验。预期该产品将用于结核杆菌感染筛查；可与结核菌素纯蛋白衍生物(PPD)联用，主要用于鉴别卡介苗接种与结核杆菌感染；区分卡介苗接种后阴转或未感染结核杆菌、卡介苗接种后维持阳性、结核杆菌感染这三类人群，以便给不同类型人群分别接种不同类型疫苗；结核病的临床辅助诊断。

　　2018年9月3日，智飞生物宣布，已完成重组结核杆菌融合蛋白(EC)Ⅲ期临床试验并获得国家药品监督管理局的生产注册受理。这标志着该制剂申请新药上市已具备了必要且关键的条件。如申报获得国家药监局认可，在完成GMP认证后即可上市销售。

　　2019年3月，国家知识产权局颁发商标注册证，重组结核杆菌融合蛋白(EC)注册商标名称为“宜卡”，注册商标号29445597A，核定使用商标类型为“国际分类：5”，有效期从2019年2月7日至2029年2月6日。

　　据智飞生物有关负责人介绍，“宜卡”为国内首家完成重组结核杆菌鉴别用体内诊断试剂的Ⅲ期临床研究，与国外研究处于同一阶段。公司以超募资金投资建设集产品生产、分装、包装、仓储等功能为一体的智飞龙科马2号生产大楼项目(简称“结核诊断试剂车间“)已完成厂房的建造、仪器设备的安装与调试，一旦项目获得批准，申报GMP认证合格后，即可上市销售，未来市场空间广阔。",智飞生物重组结核杆菌及其制备方法获发明专利证书,63552000000.0,63552000000.0,2019-05-23,上海证券报,,816,14.3,31.8899,25.8685,26.5744,,,,1.1928,1.1928,,25.3683,13
300376,"格隆汇5月27日丨易事特(300376.SZ)公布，公司近日取得中华人民共和国国家知识产权局颁发的发明专利证书共计4项，涉及一种风扇安装治具、光伏逆变器漏电流保护动作测试装置、一种应急电源的充放电方法和装置、太阳能电池阵列模拟器输出电网外环控制中的输出电压外环计算方法和装置。

发明专利《一种风扇安装治具》提出一种风扇安装治具，实现电子产品散热风扇模组化的快速安装，确保产品质量的同时，显著提升的生产效率。该技术成功应用于小型UPS电源、整流器模块、逆变器模块生产线。

发明专利《光伏逆变器漏电流保护动作测试装置》提出一种光伏逆变器漏电流保护动作自动测试技术与装置，提升生产线组串式光伏逆变器漏电流保护动作测试评估的正确性和安全性能。该项技术成功应用于组串式光伏逆变器生产线技术改造。

发明专利《一种应急电源的充放电方法和装置》提出一种基于蓄电池能量管理的智能型应急电源的充放电方法和装置，在确保应急用电的同时，实现分布式储能功能，有效提升设备利用率，降低用电成本。该技术成功应用于工业生产线大型应急供电系统。

发明专利《太阳能电池阵列模拟器输出电网外环控制中的输出电压外环计算方法和装置》提出一种太阳能电池阵列模拟器输出电网外环控制中的输出电压外环计算方法，提升基于半实物仿真系统的太阳能电池阵列模拟装置的适用性能。该项技术成功应用于光伏逆变器研发平台建设及产品测试线技术改造。

上述发明专利技术属于与公司EPS、光伏逆变器、小型及模块化电源产品密切相关的新技术，专利的取得不会对公司近期的生产经营产生重大影响，但将对公司核心竞争力提升产生积极影响，有利于公司知识产权保护体系的进一步完善，发挥自主知识产权优势，巩固公司行业领域技术领先地位。",易事特(300376.SZ)取得4项发明专利证书 与EPS、光伏逆变器、小型及模块化电源相关,11779104961.36,11703565435.76,2019-05-27,格隆汇,,727,11.3,5.7338,5.5703,12.9282,,,,0.2717,0.2717,,48.2966,11
000523,"　　经济日报-中国经济网北京5月29日讯 深交所上市公司广州市浪奇实业股份有限公司(广州浪奇，000523)今日晚间发布公告称，公司董事会于2019年5月28日收到董事长傅勇国的辞职报告。傅勇国因工作原因，向广州浪奇董事会递交辞职报告，辞去公司第九届董事会董事、董事长职务，同时一并辞去董事会战略委员会职务、薪酬与考核委员会职务及提名委员会职务，离职后将不再在公司担任任何职务。

　　广州浪奇表示，根据《公司法》的相关规定傅勇国的辞职，未导致公司董事会成员人数低于法定最低人数，不会影响公司董事会的正常运作，辞职报告自送达公司董事会时生效。

　　公告还称，经广州浪奇股东推荐，公司董事会提名委员会审核，公司第九届董事会第十七次会议审议通过了《关于公司补选董事的议案》，同意赵璧秋为公司第九届董事会非独立董事候选人，任期自股东大会审议通过之日起至第九届董事会任期届满之日止，并提交公司股东大会审议。公司第九届董事会董事人员中，兼任公司高级管理人员以及由职工代表担任的董事人数总计不超过公司董事总数的二分之一。

　　相关人员简历

　　赵璧秋，男，1963年出生，工程师，大专毕业。曾任广州市永大集团公司市头发电厂副厂长，广州味精食品厂动力车间主任，广州味精食品厂副厂长、双桥股份公司副总经理，广州市华侨糖厂厂长、党委书记、党总支书记，广州啤酒厂厂长，并曾兼任广州市浪奇实业股份有限公司第六届董事会董事，广州市珠江五金厂法人代表。现任广州华糖食品有限公司党总支部书记、董事长，兼任广州华垦食品有限公司副董事长、佛山市三水联华糖业有限公司董事。",傅勇国因工作原因辞任广州浪奇董事长,3633416793.75,3633416793.75,2019-05-29,经济日报,,672,1.0,0.0219,0.0214,-2.2567,,,,0.8167,0.8167,,14.2576,1
600609,"挖贝网 5月29日消息，近日金杯汽车（600609）于近日收到公司董事长刘鹏程提交的书面辞职申请。刘鹏程辞去上述职务后不再担任公司任何职务。

据挖贝网了解，因工作变动原因，刘鹏程辞去公司董事长、董事及董事会专业委员会相关职务。公司2018年披露财报显示，刘鹏程未持有公司股份。

根据《公司法》和《公司章程》的相关规定，刘鹏程的辞职不会导致公司董事会成员低于法定最低人数，不会影响公司董事会正常运作，其辞职报告自送达董事会之日起生效。

公司2018年年度报告显示，2018年公司归属于上市公司股东的净利润为8075.93万元，比上年同期下滑19.81%。

据挖贝网资料显示，金杯汽车的主营业务是设计、生产和销售汽车零部件，主要产品包括汽车内饰件、座椅、橡胶件等。

",金杯汽车董事长刘鹏程辞职 未持有公司股份,4348815185.36,4348815185.36,2019-05-29,挖贝网,,336,-1.0,7.7425,7.5311,6.0046,,,,0.9557,0.9557,,22.8545,0
002037,"　　上证报中国证券网讯（记者 骆民）久联发展公告，公司下属全资子公司保利新联爆破工程集团有限公司与贵州瑞林环保科技有限公司于近日签订《桐梓县花秋镇历史遗留矿山生态修复项目》施工合同，项目金额暂定180,000万元，工程量暂定12,000万m³。项目执行期暂定为6年。",久联发展子公司签订施工合同 金额暂定18亿元,3584046021.15,2406155976.0,2019-06-14,上海证券报,,133,1.0,3.7479,3.4939,4.9409,,,,0.4218,0.4218,,24.0902,0
002082,e公司讯，万邦德(002082)6月25日晚间公告，公司全资子公司栋梁铝业4月23日与湖州市吴兴区织里镇政府签订了《工业厂房政策性搬迁协议》，按照协议约定，栋梁铝业近日收到搬迁补偿款5400万元。,万邦德：子公司收到搬迁补偿款5400万元,2308600000.0,2308600000.0,2019-06-25,证券时报,,98,0.0,9.1631,8.0117,1.6657,,,,4.7532,4.7532,,42.3971,0
603500,"挖贝网 6月27日消息，近日祥和实业（603500）董事会于近日收到公司副总经理、董事会秘书陈英的书面辞职报告。

据挖贝网了解，因个人原因，陈英申请辞去公司副总经理、董事会秘书职务。公司2018年披露财报显示，陈英税前薪酬为32.49万元，未持有公司股份。

根据相关规定，该辞职申请自送达董事会之日起生效，辞职后陈英将不再担任公司其他职务。

在公司董事会秘书空缺期间，根据《上海证券交易所股票上市规则》，由公司副董事长、副总经理汤娇代行公司董事会秘书职责。公司将按照相关规定，尽快完成董事会秘书的选聘工作。

公司2018年年度报告显示，2018年公司归属于上市公司股东的净利润为8237.47万元，比上年同期增长5.72%。

据挖贝网资料显示，祥和实业的主要业务为轨道扣件非金属部件和电子元器件配件的研发、生产和销售。",祥和实业副总经理陈英辞职 2018年薪酬为32万元,2282616000.0,652176000.0,2019-06-27,挖贝网,,364,4.0,10.8815,10.6441,29.3314,,,,0.3573,0.3573,,27.5881,4
300558,"贝达药业（300558.SZ）7月12日公告称，公司已于近日向杭州市中级人民法院递交了《民事起诉状》，就公司股东BETA Pharma, Inc.（BETA）等违背避免同业竞争承诺，研发同业竞争产品——第三代EGFR-TKI（代号BPI-7711）的行为，向BETA、BETA境内控制子公司上海倍而达药业有限公司（（上海倍而达）及BETA唯一股东及其实际控制人、上海倍而达法定代表人张晓东（Don Xiaodong Zhang）提起民事诉讼。

根据《民事起诉状》，BETA在2014年就已经向贝达药业出具了避免同业竞争的承诺函。2016年6月，在得知上海倍而达在研产品BPI-7711临床申请获得中国药品监督管理部门受理后，贝达药业“一直提醒、劝说，但至今无果”，最终选择起诉。

贝达药业请求判令：BETA、上海倍而达及张晓东停止侵权并赔偿损失，即停止研发同业竞争产品BPI-7711，赔偿因其同业竞争行为对贝达药业造成的经济损失，三名被告对上述债务承担连带责任，并承担本案诉讼费、财产保全费和律师费。

根据起诉状，BPI-7711适用于具有EGFR突变的局部晚期或复发转移性非小细胞肺癌患者，与贝达药业主营产品埃克替尼、在研项目BPI-15086和BPI-D0316存在直接竞争关系。贝达药业曾多次向张晓东发函，提示其行为违反避免同业竞争承诺，侵害了公司及股东利益，应予停止，避免损失进一步扩大，但公司的多次努力均未果，不得不诉至法院。

据悉，作为贝达药业的元老级股东，张晓东早年间曾与贝达药业创世人、于1996年在耶鲁大学科学园创立Beta Chemicals Inc., 1998年公司更名为Beta Pharma Inc., 启动药物研发计划，并于2002年发明BPI-2009H。张晓东作为发明人之一主导了BPI-2009H中国的开发。

据悉，张晓东曾与贝达药业创始人之一、现董事长丁列明等一起在美国参与研发工作，上海倍而达官网介绍其为贝达药业创始人&原董事长。但据悉后续张“主要在美国，没有参与贝达药业的日常运营”。

上海倍而达官网则称，公司在2002年发明了埃克替尼原始分子BPI-2009H，同年张晓东回国创立贝达医药开发（上海）有限公司（现更名为上海倍而达药业有限公司）。作为Beta Pharma Inc.在中国境内的全资子公司，旨在把自主研发科研成果BPI-2009H在中国尽快推向市场。并完成BPI-2009H中国专利的申请和注册。2003年，Beta pharma Inc.以BPI-2009H作为技术入股，与资本方共同创立贝达药业。而埃克替尼也同样出现在上海倍而达的研发管线图展示中。

但贝达药业方面则对界面新闻表示，埃克替尼的候选化合物是张、丁等几个人一起做的，但后面张晓东没回来，并非其主导开发埃克替尼。

2016年贝达药业成功上市时BETA其在贝达药业持股比例为7.14%。后经多次减持，截至2019年3月31日BETA持股比例已降至3.57%，但仍是公司前十大股东之一。

贝达药业表示，BETA曾于2014年6月4日向贝达药业出具《承诺函》，就避免同业竞争事宜作出承诺，并保证在违反承诺的情况下将根据有关法律向贝达药业及其控股子公司赔偿一切由此造成的经济损失。

埃克替尼是由贝达药业自主研发的一类新药，更是中国第一个拥有自主知识产权的小分子靶向抗癌药，也是贝达药业最主要的营收来源，其与罗氏的厄洛替尼、阿斯利康的吉非替尼为国内市场上主要的三款一代EGFR靶点非小细胞肺癌药物。贝达药业年报显示，2018年埃克替尼销量查超过了100万盒，销售额超过12亿元，截至2018年年底，埃克替尼累积销售额已超57亿元。

而在EGFR-TKI上，贝达药业还有在研品种BPI-15086和BPI-D0316。其中BPI-D0316为三代EGFR-TKI药物，主要适用于既往使用EGFR-TKI耐药后产生T790M突变的局部晚期或转移性非小细胞肺癌，正在推进临床Ⅱ期试验。

7月12日，贝达药业2019年半年度业绩预告显示，埃克替尼销售继续放量，销量同比增长31.26%，归属于上市公司股东的净利润比上年同期上升20%-40%，盈利8000.74 万元至 9334.19 万元。",研发埃克替尼竞品违反当初承诺？贝达药业起诉原大股东,16537240000.0,7019643505.6,2019-07-12,界面新闻,,1761,6.6,8.1436,7.5296,17.1542,,,,0.4066,0.4066,,80.8329,7
300162,"　　雷曼光电公告，2019年7月26日（美国东部时间），Wanda Sports Group Company Limited（以下简称“万达体育”）正式在美国纳斯达克证券交易所挂牌上市，股票代码“WSG”。万达体育挂牌上市后，公司间接持有万达体育的3,307,227股A类普通股，约占其发行后股本的1.6%。","雷曼光电：万达体育在纳斯达克上市 公司间接持股1.6%
",2533947717.5,2410080742.5,2019-07-29,上海证券报,,154,1.0,3.3221,3.286,4.8275,,,,0.7006,0.7006,,34.3679,1
000597,"格隆汇7月30日丨东北制药(000597.SZ)公布，近日，公司取得辽宁省药品监督管理局颁发的《药品GMP证书》。

一、原料药磷霉素钠等四个品种《药品GMP证书》信息

认证范围：无菌原料药(磷霉素钠)、原料药(磷霉素钙、卡前列甲酯、硫糖铝)

有效期至2024年7月15日

二、原料药盐酸小檗碱《药品GMP证书》信息

认证范围：原料药(盐酸小檗碱)

有效期至2024年7月17日

公司无菌原料药(磷霉素钠)、原料药(磷霉素钙、卡前列甲酯、硫糖铝)此次获得的药品生产质量管理规范(GMP)证书是根据《中华人民共和国药品管理法》之规定，原药品生产质量管理规范(GMP)证书即将到期的再认证；原料药(盐酸小檗碱)《药品GMP证书》为该产品在新厂区生产线首次认证取得。

此次取得的两个《药品GMP证书》涉及到公司五个原料药品种，有利于连续稳定的提供符合质量标准的产品，对公司当期和未来经营业绩有积极影响。",东北制药(000597.SZ)取得两项药品GMP证书,7650708420.6,6911188099.2,2019-07-30,格隆汇,,405,3.0,2.6052,2.5194,2.5542,,,,0.6778,0.6778,,53.1145,3
300223,"格隆汇7月30日丨北京君正(300223.SZ)公布，根据《合肥市加快推进软件产业和集成电路产业发展的若干政策》、《合肥市发展改革委关于组织开展2018年度合肥市集成电路产业发展若干政策相关事项申报工作的通知》(合发改高技〔2018〕1271号)和《合肥市发展改革委关于下达2018年度合肥市集成电路产业专项资金支持事项资金安排计划的通知》(合发改高技〔2019〕378号)文件，公司全资子公司合肥君正科技有限公司(“合肥君正”)向合肥市高新技术产业开发区申请了2018年度合肥市集成电路产业发展政策兑现项目政府补贴资金。近日，合肥君正分别收到合肥高新技术产业开发区财政国库支付中心拨付的政府补贴资金现金39.00万元、205.16万元和50.00万元。

合肥君正此次获得的政府补助资金共计294.16万元，全部属于与收益相关的政府补助。",北京君正(300223.SZ)子公司获得政府补助294.16万元,6520999927.52,6520999927.52,2019-07-30,格隆汇,,370,9.0,4.6188,4.4187,18.5016,,,,0.2709,0.2709,,27.4684,9
002239,"格隆汇8月5日丨奥特佳(002239.SZ)公布，公司8月5日收到子公司南京奥特佳新能源科技有限公司(以下简称南京奥特佳)的信息，称该公司收到标致雪铁龙集团巴西汽车公司(以下简称PSA巴西)的供应商定点函，南京奥特佳将为PSA巴西提供涡旋式汽车空调压缩机产品。

南京奥特佳成为PSA巴西的供应商，标志着其主要产品涡旋式空调压缩机已开始获得国际主流汽车生产商的认可并进入其配件供应体系，有助于扩展公司产品在国际市场的覆盖范围，扩大公司对外贸易规模，进一步增强公司在涡旋式汽车空调压缩机领域的市场优势和技术信心，将对公司未来经营业绩产生积极影响。

根据定点函的约定，南京奥特佳预计将从今年10月起向PSA巴西交货。请广大投资者理性投资，防范投资风险。",奥特佳(002239.SZ)子公司成为标致雪铁龙集团巴西公司供应商,5385938197.24,5296001175.72,2019-08-05,格隆汇,,325,7.8,1.0957,1.1068,-7.8166,,,,0.388,0.388,,56.3934,7
002205,"格隆汇8月7日丨国统股份(002205.SZ)公布，公司于2018年12月5日于巨潮资讯网发布了《关于草签PPP项目合同的公告》，公司、中交隧道工程局有限公司与九江市八里湖新区管理委员会建设环保局签署《八里湖新区市政基础设施项目工程PPP项目合同》(草签)。该项目总投资为人民币20821.00万元(项目估算中未包含征地拆迁等费用，最终投资以经审计的竣工决算为准)。因公司间接控股股东变更，按照国资委规定严控非主业投资的要求，公司无法继续履行该项目。现经各方友好协商一致，同意公司退出该项目，由联合体中交隧道工程局有限公司上级单位中交一公局集团有限公司承继相关权利及义务。

近日公司收到各方签署的《九江市八里湖新区市政基础设施PPP项目协调会会议纪要》。主要内容如下：

1、协调会各方：九江市八里湖新区管理委员会建设环保局、新疆国统管道股份有限公司、中交隧道工程局有限公司

2、同意引入联合体成员中交隧道工程局有限公司上级单位中交一公局集团有限公司(“中交一公局”)作为战略投资人，公司将所持有项目公司股份转让给中交一公局，相关权利义务由公交一公局承续。

3、公司配合中交一公局完成项目公司股权、法人变更等相关手续，手续完成后，中交一公局严格按照八里湖新区管委会相关要求，落实项目公司注册资本金、现场施工等工作。

4、各方均放弃追究对方未履行招投标文件条款及PPP项目合同条款的违约责任及赔偿责任，各方自行承担前期履行责任、义务的各项费用。

根据《九江市八里湖新区市政基础设施PPP项目协调会会议纪要》，各方均放弃追究对方未履行招投标文件条款及PPP项目合同条款的违约责任及赔偿责任，各方自行承担前期履行责任、义务的各项费用。鉴于该项目未实质启动建设，公司不涉及其他费用的支出，此次退出项目对公司不存在生产经营及其他方面的重大影响。",国统股份(002205.SZ)因间接控股股东变更 拟退出八里湖新区市政基础设施项目工程PPP项目,2102351525.8,2102351525.8,2019-08-07,格隆汇,,772,9.0,1.6768,1.5885,-1.1896,,,,0.2491,0.2491,,72.5312,9
002317,"挖贝网8月15日，众生药业（002317）收到中华人民共和国国家知识产权局颁发的发明专利证书。

发明名称：作为SMO抑制剂的喹啉衍生物专利号：ZL201580015666.7专利申请日：2015年03月16日专利权人：广东众生药业股份有限公司专利权期限：自申请日起二十年。

该专利是公司用于治疗小细胞肺癌、胃癌、食管癌等恶性肿瘤的创新药物ZSP1602项目的化合物专利，属于该项目的核心专利。该专利项目ZSP1602的“化学1类新药ZSP1602治疗晚期恶性肿瘤的I/II期临床研究”专项课题已被列入国家“重大新药创制”科技重大专项，ZSP1602项目进展顺利，目前正开展I期临床试验。ZSP1602项目化合物核心专利目前已获得包括美国、新西兰、加拿大、新加坡、日本、韩国、以色列、南非、中国等国的专利授权，ZSP1602项目的全球知识产权保护体系逐渐完善。",众生药业获得国家知识产权局颁发的发明专利证书,8812468842.32,8812468842.32,2019-08-15,挖贝网,,381,6.0,7.3712,7.1956,15.0348,,,,0.4709,0.4709,,50.9724,5
000739,"格隆汇8月22日丨普洛药业(000739.SZ)公布，公司与硕腾公司合作多年，已经建立了良好的合作关系。双方为进一步深化合作，公司与其下属公司Zoetis Belgium S.A.(“硕腾比利时”)于近日签署了《主供货协议》，就原合作项目的产品供应和新增三个CDMO项目的技术转移、生产等条款达成约定。

硕腾公司是全球最大的动物用药和疫苗厂商。主营业务为针对家畜和宠物用药的研究、开发、生产和销售。硕腾公司为公司的重要客户之一，2017年和2018年公司对硕腾公司的销售额分别为945万美元和1107万美元，占公司出口业务比重约为2.6%和2.4%。

此次合作是公司根据发展战略，为充分发挥双方各自优势，实现长期合作，进一步做优做强公司CDMO业务，提升公司的综合竞争能力而开展的。该协议的签署有助于双方合作的进一步深化和发展。",普洛药业(000739.SZ)与硕腾比利时签署主供货协议 进一步做优做强CDMO业务,12916617472.32,12569687637.6,2019-08-22,格隆汇,,366,14.88,10.6985,10.0664,8.9333,,,,1.1749,1.1749,,39.319,15
